NAME	TITLE	SCORE	
BBOF1		93.46189	
PDGFRA		93.41397	
PDE8A		92.98282	
LOC101929028		92.85934	
LIMD2		92.56841	
LAMC1		92.52454	
VPS39		92.46446	
SERPINH1		92.44855	
NET1		92.27091	
LSP1		92.14188	
ANPEP		92.055435	
FMNL2		92.01568	
PFKFB3		91.95376	
ADA2		91.930595	
CFI		91.85936	
KANK2		91.776054	
COL5A3		91.64748	
EMP1		91.27628	
SERPINI1		90.95586	
PTHLH		90.59799	
CCDC57		90.58959	
TIMP3		90.357056	
ADAM19		89.79701	
RGL2		89.73688	
ZYX		89.53987	
KIAA1755		89.17385	
KCNN4		88.85719	
XYLT1		88.62241	
TTC31		88.564896	
TMEM132B		88.52242	
ANP32A		88.47759	
MIAT		88.45433	
CLMP		88.44577	
PDE4D		88.230705	
COL5A1		87.58766	
PLEKHA4		87.378456	
JCAD		87.212524	
SIRPB1		86.87971	
CYGB		86.7312	
PDLIM5		86.43519	
PHGDH		86.31663	
RNASE4		85.95317	
STEAP3		85.93588	
CRISPLD2		85.93252	
PKIA		85.79079	
PDGFC		85.63754	
SELENOP		85.431305	
MCRIP1		85.38454	
NAB1		85.2065	
GIMAP6		85.098434	
CHST11		85.06976	
MFAP2		84.994835	
ICOSLG		84.91169	
CACNG8		84.76332	
SLK		84.63278	
SBF2		84.47593	
SEPTIN9		84.41068	
WT1		84.0618	
CARD10		83.858864	
ADCY1		83.85419	
LOXL3		83.711624	
LRP1		83.616714	
GSTM2		83.57585	
DDHD1		83.34339	
RGMB		83.14106	
SLC44A1		83.10028	
AKTIP		82.86739	
KCTD12		82.80582	
CYFIP1		82.52001	
EDEM3		82.450714	
PELI2		82.33572	
ZNF703		82.22594	
KANSL3		82.14779	
PLEKHA5		82.05873	
BTN3A3		82.03832	
LPCAT2		81.96287	
HOXB3		81.81887	
ZSCAN31		81.7272	
LOC100288637		81.42615	
RTKN		81.36581	
MAT2A		81.05998	
IRF1		81.051544	
MTMR9LP		80.74897	
GRK5		80.69345	
AKR1C1		80.344215	
MMRN2		80.21542	
REEP2		80.20277	
MDK		80.140205	
ZNF589		79.8427	
NHSL1		79.77874	
C1orf21		79.549866	
CNIH2		79.24213	
B2M		79.16165	
ADNP		79.018005	
NPTX1		78.941216	
PWWP3A		78.36916	
MARF1		77.85382	
TBL1X		77.445694	
BOC		77.20479	
FAM20A		77.05365	
HCN2		76.74006	
TRBC2		76.652885	
PHLDB1		76.600105	
BMPR2		76.55586	
ARHGEF3		76.36574	
NR1D1		76.34778	
PLXNA3		76.34772	
KIAA1549L		76.176636	
CLSTN2		75.87453	
NR2F1-AS1		75.851654	
DKK2		75.80666	
CASS4		75.72147	
STEAP1		75.656334	
CCDC8		75.53161	
FUT8-AS1		75.43685	
TP53BP1		75.373665	
PDGFRB		75.19336	
LAMB1		75.17756	
GGCX		75.13407	
LOC105376369		74.738556	
TCF3		74.633064	
ZNF436		74.60632	
SMOX		74.20232	
CDCP1		73.960045	
TNIK		73.8289	
BBX		73.72122	
SYT14		73.5559	
MME		73.52965	
CTSB		73.376114	
DCN		73.2657	
HEY1		73.23123	
SFXN5		73.16289	
LOC107985216		73.14883	
PRRT2		73.05449	
UBR1		72.997856	
RNF213		72.896904	
C1orf54		72.822075	
ETV5		72.70307	
TGFBR3		72.5879	
LINC01145		72.45009	
PNMA8A		72.10684	
SLC9A9		71.94096	
GBP4		71.9243	
SMG6		71.57636	
SULF1		71.30275	
FER1L4		71.24848	
PCDH18		71.220314	
RNF149		71.146835	
SH3TC1		71.02755	
PLAUR		71.016396	
THRA		70.84059	
GPR162		70.76757	
MFAP1		70.45654	
PAK1		70.36602	
CLIP2		70.138504	
UBE2E3		70.08462	
ICE1		70.01978	
RASSF2		69.94538	
ELOVL5		69.79712	
ZNF154		69.47129	
ABCA6		69.33718	
PTEN		69.31969	
LINC00623		69.286736	
SP1		69.15539	
CALCRL		69.00268	
LIMS1		68.75736	
HMGA2		68.58518	
LOC440300		68.57501	
GPC4		68.535	
ZIC1		68.29489	
ARNT2		68.24014	
UBA7		68.23589	
ROBO4		68.19918	
STON1		67.9641	
TRG		67.780205	
MSI2		67.705185	
LGALS3		67.65523	
MIR34AHG		67.63549	
SFRP2		67.35146	
IRF2BP2		67.2607	
TIE1		67.20709	
TRPS1		67.04315	
PCOLCE		66.85343	
SNCA		66.787476	
SOCS2		66.654396	
PPARG		66.391235	
PLAU		66.198524	
IRF2BPL		65.99062	
EGR3		65.8378	
RBMS1		65.68073	
KMT2E		65.56209	
COL10A1		65.52699	
MXRA5		65.31311	
FAN1		65.18641	
APOBEC3G		65.12477	
TANC2		64.90432	
SLC14A1		64.79753	
SYT7		64.737366	
ILRUN		64.70817	
SIX5		64.679016	
DOCK6		64.61026	
AGPAT4		64.53619	
PCSK1		64.49121	
LDLRAD3		64.43731	
HSPB6		64.26664	
TOB2		63.96969	
TMEM200A		63.94384	
COCH		63.911926	
GBP2		63.853283	
LRIG3		63.69294	
RASL12		63.638702	
IFI44		63.632683	
BHLHE41		63.4746	
RGMA		63.18332	
ARHGAP20		63.05858	
HIPK2		63.023586	
LOC107985020		62.920517	
RIN1		62.810303	
SNAI1		62.736214	
SOX9		62.648	
ZNF697		62.643166	
ZFAND5		62.418224	
KCNMB4		62.34957	
LINC00673		62.338627	
PEG3		62.104282	
ZNF770		62.037262	
FAM168A		62.019962	
ZNF514		61.834183	
FHL3		61.768837	
TRIL		61.73455	
TP63		61.495518	
CFAP44		61.440342	
SACS		61.23635	
PDK3		61.13291	
QSER1		61.107304	
WNT5A		61.10093	
BCORL1		61.05226	
RHBDF1		61.00062	
ACTG1		60.99092	
ADAMTS14		60.788815	
ERRFI1		60.77077	
KIFAP3		60.7191	
UBE3A		60.628136	
HNMT		60.53402	
ITGA11		60.523907	
FKBP10		60.508785	
KIAA1217		60.481564	
ASAP2		60.43431	
SEC24D		60.422775	
GUCY1B1		60.363914	
ROBO3		60.272736	
PAMR1		60.220005	
PTPA		60.087883	
KLHL42		60.078697	
FAM225A		60.033844	
PRKAR1A		59.99432	
CYP2R1		59.97706	
GABBR1		59.93651	
ERLEC1P1		59.7985	
FNDC5		59.72006	
OMD		59.70376	
DUSP4		59.686443	
NPAS3		59.591946	
VAT1L		59.588703	
COLEC12		59.299862	
NHS		59.256157	
RGCC		59.118942	
DYNC2H1		59.100143	
SLC12A7		58.830715	
TFAP2A		58.60977	
HAS2		58.583755	
FAXDC2		58.550594	
SLITRK6		58.4605	
GRAMD1B		58.379223	
LGALS9		58.347977	
ADGRA2		58.214714	
RARB		58.168816	
PDE10A		58.15262	
ZFYVE19		58.115852	
S100A13		58.091263	
BICD1		58.012333	
LINC00869		58.003162	
NTM		57.893444	
PTN		57.776794	
NUMB		57.74875	
FSD1		57.697872	
DOCK10		57.697803	
IL17RD		57.60643	
PRKD3		57.57298	
STMN3		57.386097	
ARMC9		57.371807	
ETV1		57.360764	
ADAMTS6		57.25655	
YES1		57.2335	
REV1		57.07712	
ARHGAP29		56.86349	
KATNBL1		56.79365	
WDR54		56.74791	
MIDEAS		56.673096	
ZBTB1		56.56033	
DIAPH2		56.318253	
SEC14L2		56.308346	
HES1		56.301563	
PCDHB12		56.23772	
NFATC4		56.163242	
HEPH		56.113262	
FAM13C		56.098038	
EML3		56.097294	
TRERF1		56.007225	
DACT1		55.994423	
CTNNB1		55.961296	
MAML3		55.93672	
PPP1R9B		55.929817	
ABCA1		55.925816	
SMAGP		55.8976	
FMO3		55.870678	
ITPRID2		55.814827	
ARID1B		55.675434	
KIAA0895L		55.48953	
SRGAP1		55.46648	
PDGFRL		55.419224	
ARHGAP6		55.41662	
LPCAT1		55.247295	
CBLN3		55.220722	
SMIM3		55.205837	
MINDY4		55.181217	
NFIB		55.101467	
SLC35E2B		55.073032	
CDH11		55.06164	
NPR2		55.014515	
IL16		55.00022	
GOLM2		54.86633	
CEP85L		54.78886	
OIP5-AS1		54.645245	
PLEKHG1		54.62163	
MAGEH1		54.4685	
AXIN2		54.467415	
SERF2		54.403404	
PDPN		54.36715	
FAIM2		54.310024	
RAI1		54.124073	
CMTM3		54.02858	
HCLS1		53.85645	
PYCARD		53.82758	
SGCD		53.68859	
CCND2		53.522217	
ATF7IP		53.29149	
SGCE		53.284325	
COL1A1		53.26083	
PLXDC2		53.165295	
IER5L		53.125965	
TPP1		53.12353	
PAPPA2		53.05953	
KCNJ6		53.04022	
CBS		52.97267	
PID1		52.929916	
GIMAP2		52.896454	
BCL9		52.864563	
STIM2		52.598057	
TM4SF18		52.510567	
FOXD1		52.4841	
VEPH1		52.460278	
ISLR2		52.455498	
HPCAL1		52.417984	
MTMR11		52.285778	
ELMOD1		52.284626	
SCPEP1		52.277084	
RGS17		52.247875	
ZBTB38		52.247856	
NOTCH3		52.233192	
ACSS1		52.18094	
ACADVL		52.177105	
KAT6B		52.084793	
TFAP4		52.05878	
NTN1		51.98089	
EPHA7		51.947475	
ARHGEF25		51.88592	
FAM114A1		51.822903	
CDAN1		51.63057	
NCK2		51.603443	
ELOVL4		51.533764	
FBN1		51.519592	
CAMK1G		51.519108	
PPP1CC		51.45443	
FAM89B		51.39873	
DPYSL3		51.36577	
SLC7A7		51.330334	
UBALD2		51.159664	
ARHGAP24		51.073143	
ZNF354C		51.042393	
PCGF2		50.911083	
LOC102723996		50.8315	
HTR1F		50.810173	
LOC105377806		50.7116	
RAI14		50.495773	
LRP4		50.368202	
SNX10		50.245567	
SHANK1		50.1366	
PDLIM7		50.06865	
KCND1		50.01584	
LOC101928188		49.921715	
DBP		49.911335	
PRRT1		49.86317	
RNASEL		49.828342	
TMSB4XP8		49.775703	
PDE4B		49.77022	
MEG3		49.536217	
EID1		49.505295	
ALKBH2		49.50101	
GRIA3		49.368477	
SFRP4		49.34754	
PRSS12		49.20837	
COPS2		49.20788	
FAM43A		49.16097	
SLC6A15		49.15342	
LOC100288203		49.107826	
FAM98B		49.063377	
NETO1		49.03586	
S1PR2		48.99305	
HNRNPA1		48.99087	
RUNX2		48.913414	
CHST6		48.90757	
AMPD3		48.89948	
ATP2B1		48.773487	
PRTFDC1		48.769306	
EPHB6		48.749313	
LTBP3		48.683006	
RGS4		48.642353	
IL7		48.615765	
MAGED4B		48.6068	
ARHGAP32		48.549732	
NIBAN2		48.488255	
STK38L		48.433277	
USP11		48.431828	
WT1-AS		48.304497	
PPP1R18		48.289154	
IL17RA		48.188416	
GNG8		48.10936	
ADGRE1		48.10017	
NTNG1		48.00283	
SNRNP200		47.788223	
NCOR1		47.753914	
PHEX		47.72955	
IFI44L		47.593414	
TBKBP1		47.229023	
SECTM1		47.222157	
TLE1		47.21207	
TUBGCP4		47.18781	
SAMD3		47.17627	
LOXL4		46.98586	
RTN2		46.982212	
DENND2B		46.730587	
DCDC2		46.728725	
BEAN1		46.63025	
MIIP		46.547573	
SORCS2		46.50575	
ZNF365		46.49374	
PITPNM2		46.460438	
RBP1		46.433678	
LRRK1		46.408947	
FANCF		46.32883	
SIGIRR		46.233864	
APPL1		46.168327	
BET1		46.138374	
TMEM26		46.095703	
LOC100419583		45.872963	
MYCT1		45.77074	
KLF7		45.742302	
HTR7		45.738716	
HBP1		45.703934	
CTDSPL2		45.662327	
IGFBP6		45.644688	
ODF2L		45.621292	
DOCK1		45.55407	
HOXB2		45.54978	
LSM11		45.483177	
LRRN1		45.30971	
LINC01605		45.242355	
COL14A1		45.21273	
MGST2		45.1652	
SLC37A2		45.159805	
NBPF14		45.11415	
THRB		45.099598	
TRPV3		44.94828	
FGF7		44.8737	
LSAMP		44.80886	
ARL10		44.78999	
SIPA1L3		44.76258	
STARD9		44.735718	
LHFPL6		44.637054	
YAP1		44.599297	
CLEC11A		44.591755	
DIO2		44.505108	
POPDC3		44.496227	
ZNF618		44.45592	
RNF112		44.44534	
ESM1		44.430294	
EDARADD		44.332653	
OSBPL8		44.2663	
RFTN2		44.211914	
A4GALT		44.20553	
FZD4		44.183334	
SEC14L1		44.14541	
MNT		44.110836	
TRO		43.976192	
KIF3C		43.93257	
ZNF609		43.90467	
CHST15		43.891006	
NEO1		43.862423	
EDA		43.860714	
AKAP12		43.853184	
ZNF521		43.73935	
CPAMD8		43.738647	
PML		43.70489	
HIVEP2		43.671574	
ITGAV		43.590824	
LOC107986820		43.552925	
GUSB		43.47118	
CPS1		43.466038	
ARHGEF40		43.415768	
TPM4		43.404675	
MAP3K12		43.396225	
MYO9B		43.282227	
BTN3A2		43.207573	
QKI		43.18703	
ZBTB4		43.17922	
G0S2		43.17873	
MIR155HG		43.134018	
FRRS1		43.119995	
LOC728392		43.103638	
MIA		43.089233	
NBPF10		43.064377	
LOC101232810		43.05258	
B4GALT6		43.040173	
LOC107987392		43.01237	
EBF3		42.98905	
LZTS1		42.87792	
MC1R		42.86556	
SEL1L3		42.795258	
ANGPT1		42.71026	
PLCL1		42.615654	
CALB2		42.595154	
PIK3R6		42.58049	
SEMA3A		42.530422	
ST6GAL2		42.48771	
CTSF		42.387993	
MAGED4		42.33308	
PHF21A		42.32923	
TYRO3		42.31319	
DHRS7		42.22622	
GPSM1		42.125706	
ITM2B		42.089745	
RNLS		42.076797	
TBC1D23		42.0505	
MCC		41.9846	
RCC2		41.934258	
SLFN11		41.920925	
CSF1		41.870743	
AKAP6		41.544186	
IFT81		41.5334	
IL1R1		41.518856	
CHRM3		41.473186	
LL21NC02-21A1.1		41.43174	
PIK3R1		41.41298	
PLA2G4A		41.392536	
ZNF775		41.38562	
RABL3		41.087597	
FUZ		41.032635	
GALNT6		41.022858	
HECTD3		40.966053	
NCOA3		40.93081	
STAG2		40.915745	
PLSCR1		40.83964	
EIF2AK4		40.81775	
TLR4		40.717342	
SLC22A23		40.564495	
LINGO2		40.533688	
SUSD2		40.516567	
PDGFD		40.48573	
SLC16A2		40.447227	
IRS1		40.417927	
EMCN		40.397392	
KCNS3		40.32062	
MIB1		40.166378	
TTC3		40.13211	
PDE3A		40.129414	
PMEPA1		40.12792	
RTP4		40.11554	
WDR19		40.089516	
PTGIR		40.087704	
C11orf87		40.08072	
ZC2HC1A		40.02839	
ATG16L2		39.87552	
SEMA4C		39.820034	
POU3F3		39.652145	
BCL2L11		39.625893	
GHDC		39.558323	
FERMT1		39.517597	
LIN7A		39.47293	
DNAAF11		39.430775	
NFE2L3		39.37858	
SPSB3		39.36234	
FAM131B		39.349792	
PHACTR1		39.288155	
SLC1A3		39.287586	
SNHG14		39.264175	
KYNU		39.158955	
LINC02725		39.147152	
HOXC4		39.108086	
TMEM121		39.106728	
HSD11B1		39.0968	
CH25H		39.081284	
MVB12A		39.040565	
RNF122		38.99226	
SNHG18		38.900757	
PNPLA4		38.886383	
INHBA		38.852573	
SMOC1		38.847363	
NKD2		38.842964	
DUXAP8		38.824562	
NYNRIN		38.658535	
LOC100507412		38.635036	
PIR		38.499287	
FLT3LG		38.479687	
FAM110B		38.4766	
LOC155060		38.44388	
SLITRK4		38.39559	
THAP11		38.378757	
BTN3A1		38.37797	
MAPT		38.376457	
AHRR		38.373566	
EFHC1		38.312435	
PCDHGB5		38.31005	
GABPA		38.280342	
DHRS4-AS1		38.265785	
CCND1		38.150646	
KAZALD1		38.098072	
H6PD		38.085228	
PLCXD3		38.033573	
LY6E		38.023834	
TULP4		37.99176	
UHRF2		37.893856	
AGMO		37.87023	
NSD3		37.862747	
TET1		37.85742	
LYPD1		37.83476	
EIF4EBP1		37.795887	
MARCKS		37.786274	
NALF1		37.77601	
CYP27A1		37.714912	
CADM1		37.708603	
ZNF740		37.66489	
CBX3		37.485054	
ARHGAP11B		37.474728	
TRB		37.473408	
PRKAG1		37.44269	
BBS9		37.421906	
TMTC4		37.418945	
TAF4B		37.37806	
EZH1		37.317005	
ST3GAL2		37.282204	
ZBTB8A		37.27524	
CDK14		37.227875	
SLC6A16		37.175495	
PARP8		37.16194	
DYRK2		37.091854	
C3orf80		37.054268	
CACNA1A		37.052452	
RERG		37.047844	
PTPN12		37.043835	
THBS1		37.03769	
ZSCAN29		36.995842	
DENND6B		36.985676	
RELN		36.956642	
VSTM4		36.913185	
SCN1B		36.90545	
PCMTD2		36.83362	
ING1		36.792126	
MAPKBP1		36.76469	
KCNJ15		36.731438	
HSF4		36.68824	
CDH12		36.644882	
AKAP13		36.624336	
NFYA		36.602924	
LFNG		36.58172	
CD47		36.556877	
IRS2		36.555965	
TNFAIP8		36.4405	
PHF23		36.428226	
KLF10		36.349907	
PPFIA4		36.333218	
RNF152		36.32141	
POLRMT		36.28715	
LAMA5		36.212986	
LOC729683		36.200146	
NINJ2		36.14021	
LXN		36.10666	
FST		36.048595	
ELAPOR2		36.033672	
RAB20		36.03172	
GABRB2		35.995155	
ALDH1A3-AS1		35.981792	
FMN1		35.98097	
RELB		35.979378	
ZNF560		35.96733	
CARD6		35.959164	
NAV1		35.958355	
HP1BP3		35.89588	
DALRD3		35.855785	
ADAM22		35.82738	
IFITM1		35.77431	
KCND2		35.76138	
GVINP1		35.745502	
KCNK15		35.72068	
APOL3		35.714325	
SUPT20H		35.691666	
MLLT6		35.690914	
PRG4		35.664078	
PCF11		35.602432	
TSHZ2		35.497784	
CRISPLD1		35.49258	
FOXO4		35.405903	
MYL6B		35.393696	
SCARA3		35.392063	
IFT140		35.3395	
CAMK4		35.246296	
BEX4		35.244698	
UBXN7		35.15581	
B3GNT5		35.130505	
PLCG1		35.118473	
PABPC1L		35.10308	
FAM78A		35.06145	
TSHZ3-AS1		35.048367	
HAGLR		34.98653	
NOL4L		34.94991	
B3GNT8		34.94863	
DLC1		34.94721	
SCN2A		34.921787	
COQ8A		34.91693	
ANG		34.888218	
ZNF37BP		34.87424	
CHD4		34.871162	
MSL1		34.865574	
STEAP2		34.821415	
ZNF783		34.694004	
LMO4		34.685184	
NKX3-2		34.631638	
LOC112268061		34.532333	
MIPEP		34.522556	
ERF		34.482845	
WASF2		34.457695	
APCDD1L		34.414253	
MDFIC		34.389305	
ZSWIM4		34.367672	
ADCY10P1		34.338562	
SMO		34.33051	
KCNMB2		34.318768	
LRRK2		34.299007	
CTTNBP2		34.25941	
SSBP3		34.187912	
IRF9		34.184883	
SERPINE2		34.158005	
CMTM8		34.14318	
KALRN		34.105595	
CFAP54		34.10387	
PCDHB6		34.102737	
IMMT		34.100975	
GULP1		34.044178	
HLX		34.01574	
PSMB9		34.00121	
SETBP1		33.99934	
ACVR1		33.918854	
IFT80		33.910637	
AKR1C2		33.90923	
AGTR1		33.881798	
RUFY3		33.807156	
CCDC142		33.79794	
SF3A2		33.72038	
PROX1		33.70078	
TWIST2		33.612556	
FABP5P7		33.58605	
UBR5		33.561596	
CNTN3		33.478992	
TMEM171		33.426365	
MMP2		33.373386	
GRIN2D		33.37021	
STMN2		33.370102	
GOLGA8A		33.3329	
SSBP2		33.331158	
HS3ST1		33.306213	
ZNF32		33.269318	
PJA2		33.254417	
OTULIN		33.253002	
SYNGAP1		33.23202	
FBLN7		33.223473	
BACH2		33.22152	
SH2D1A		33.210968	
JUN		33.193916	
DZIP1		33.157936	
ARHGEF15		33.1572	
CCL7		33.156464	
ISLR		33.151577	
SLC39A10		33.14923	
ADGRA3		33.14188	
SPTBN2		33.117916	
PI15		32.959194	
FAM163A		32.94332	
LZTS2		32.894234	
RNF182		32.884865	
FBXO30		32.87312	
FBXO4		32.82516	
PLEKHO1		32.800003	
EDNRB		32.785255	
SOX17		32.76471	
DNAJC17		32.72708	
MYADM		32.727043	
ACSS3		32.71879	
EREG		32.70037	
DLG3		32.674065	
ZNF135		32.6562	
CACNA2D4		32.639427	
TNFAIP6		32.57155	
GSN		32.55488	
EXOC3L2		32.527428	
MAP2K6		32.502716	
SERPINF1		32.49696	
ANTXR1		32.482494	
CHST2		32.47709	
KCTD1		32.469513	
PPP2R2B		32.446316	
PLCH1		32.383484	
TRIM16		32.306206	
LINC01234		32.30204	
SETD5		32.290165	
SLC15A3		32.281708	
NXPH4		32.23701	
MANCR		32.235886	
RGL1		32.210655	
