NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
IL2_UP.V1_UP	IL2_UP.V1_UP		109	0.40166643	1.2249558	0.10956522	0.2728927	1.0	1016	tags=18%, list=9%, signal=20%	
ALK_DN.V1_UP	ALK_DN.V1_UP		64	0.43658677	1.2168949	0.16607143	0.28378302	1.0	1789	tags=31%, list=15%, signal=37%	
PKCA_DN.V1_DN	PKCA_DN.V1_DN		83	0.41094464	1.2037231	0.13799623	0.30399287	1.0	586	tags=13%, list=5%, signal=14%	
CAHOY_ASTROCYTIC	CAHOY_ASTROCYTIC		59	0.4312645	1.2033376	0.17604356	0.29996532	1.0	1659	tags=32%, list=14%, signal=37%	
P53_DN.V2_UP	P53_DN.V2_UP		62	0.42508006	1.1931534	0.17315175	0.3154694	1.0	1801	tags=31%, list=15%, signal=36%	
RELA_DN.V1_UP	RELA_DN.V1_UP		76	0.40481475	1.182504	0.15700935	0.33164594	1.0	1650	tags=30%, list=14%, signal=35%	
E2F3_UP.V1_UP	E2F3_UP.V1_UP		109	0.38904786	1.1779622	0.15343915	0.33604804	1.0	1156	tags=17%, list=10%, signal=19%	
PTEN_DN.V2_UP	PTEN_DN.V2_UP		74	0.40130633	1.17627	0.19330855	0.33505577	1.0	1230	tags=24%, list=11%, signal=27%	
LTE2_UP.V1_DN	LTE2_UP.V1_DN		141	0.3708366	1.1719713	0.16087751	0.33860633	1.0	2103	tags=32%, list=18%, signal=38%	
KRAS.300_UP.V1_DN	KRAS.300_UP.V1_DN		57	0.42653027	1.1661917	0.21129327	0.3458404	1.0	1278	tags=25%, list=11%, signal=27%	
P53_DN.V1_UP	P53_DN.V1_UP		133	0.37211332	1.1657306	0.15716752	0.34186098	1.0	908	tags=22%, list=8%, signal=23%	
MEK_UP.V1_DN	MEK_UP.V1_DN		131	0.37475047	1.1637485	0.16758747	0.34155667	1.0	1625	tags=24%, list=14%, signal=28%	
BMI1_DN_MEL18_DN.V1_DN	BMI1_DN_MEL18_DN.V1_DN		88	0.39083642	1.1626403	0.19378428	0.33928123	1.0	1217	tags=33%, list=10%, signal=37%	
RPS14_DN.V1_UP	RPS14_DN.V1_UP		114	0.37884712	1.1611063	0.15412845	0.33846816	1.0	1468	tags=31%, list=13%, signal=35%	
IL15_UP.V1_UP	IL15_UP.V1_UP		118	0.37274015	1.1574688	0.1826742	0.34160805	1.0	595	tags=14%, list=5%, signal=15%	
ESC_V6.5_UP_LATE.V1_UP	ESC_V6.5_UP_LATE.V1_UP		118	0.37716192	1.1446046	0.21245421	0.36426467	1.0	1206	tags=21%, list=10%, signal=23%	
BCAT.100_UP.V1_DN	BCAT.100_UP.V1_DN		19	0.49736837	1.1424613	0.29904762	0.3644193	1.0	1637	tags=42%, list=14%, signal=49%	
KRAS.BREAST_UP.V1_UP	KRAS.BREAST_UP.V1_UP		60	0.40731522	1.1409916	0.2596154	0.3629612	1.0	1186	tags=27%, list=10%, signal=30%	
PRC2_SUZ12_UP.V1_UP	PRC2_SUZ12_UP.V1_UP		96	0.37164214	1.1382548	0.20113853	0.36442062	1.0	2031	tags=33%, list=17%, signal=40%	
KRAS.DF.V1_DN	KRAS.DF.V1_DN		103	0.37696964	1.1345526	0.20950705	0.36794508	1.0	1106	tags=15%, list=10%, signal=16%	
PKCA_DN.V1_UP	PKCA_DN.V1_UP		68	0.39682114	1.1319721	0.24862888	0.36916888	1.0	2103	tags=32%, list=18%, signal=39%	
ERBB2_UP.V1_UP	ERBB2_UP.V1_UP		139	0.36047754	1.1318862	0.21621622	0.36498594	1.0	785	tags=16%, list=7%, signal=17%	
TBK1.DN.48HRS_DN	TBK1.DN.48HRS_DN		34	0.44608453	1.1115764	0.3019608	0.40480655	1.0	590	tags=12%, list=5%, signal=12%	
BMI1_DN.V1_DN	BMI1_DN.V1_DN		85	0.37574774	1.1110902	0.2833935	0.4010951	1.0	1117	tags=26%, list=10%, signal=28%	
PGF_UP.V1_UP	PGF_UP.V1_UP		131	0.35626027	1.1053121	0.23783784	0.40883055	1.0	1714	tags=22%, list=15%, signal=26%	
PGF_UP.V1_DN	PGF_UP.V1_DN		87	0.37374228	1.0963644	0.26519337	0.4237663	1.0	1078	tags=20%, list=9%, signal=21%	
DCA_UP.V1_DN	DCA_UP.V1_DN		101	0.36251336	1.0934939	0.26432532	0.4252554	1.0	2329	tags=30%, list=20%, signal=37%	
E2F3_UP.V1_DN	E2F3_UP.V1_DN		90	0.3698049	1.0899762	0.2972973	0.42803955	1.0	1461	tags=20%, list=13%, signal=23%	
EIF4E_DN	EIF4E_DN		58	0.3892294	1.0847995	0.33394495	0.43463123	1.0	1534	tags=24%, list=13%, signal=28%	
CYCLIN_D1_KE_.V1_DN	CYCLIN_D1_KE_.V1_DN		91	0.36036903	1.0831275	0.2646503	0.43346143	1.0	1407	tags=22%, list=12%, signal=25%	
BCAT_GDS748_DN	BCAT_GDS748_DN		29	0.4323919	1.0708511	0.37988827	0.4569355	1.0	117	tags=7%, list=1%, signal=7%	
ESC_V6.5_UP_LATE.V1_DN	ESC_V6.5_UP_LATE.V1_DN		99	0.35160723	1.0668458	0.31382978	0.46136704	1.0	701	tags=12%, list=6%, signal=13%	
PDGF_ERK_DN.V1_UP	PDGF_ERK_DN.V1_UP		92	0.35981283	1.0641197	0.3376147	0.46315452	1.0	945	tags=14%, list=8%, signal=15%	
BMI1_DN_MEL18_DN.V1_UP	BMI1_DN_MEL18_DN.V1_UP		101	0.35096213	1.0563916	0.3580247	0.47627884	1.0	1534	tags=31%, list=13%, signal=35%	
RAF_UP.V1_DN	RAF_UP.V1_DN		145	0.3342561	1.0532824	0.32545453	0.478374	1.0	1119	tags=21%, list=10%, signal=23%	
PDGF_ERK_DN.V1_DN	PDGF_ERK_DN.V1_DN		96	0.34916952	1.0499997	0.33975482	0.4812575	1.0	1281	tags=20%, list=11%, signal=22%	
IL21_UP.V1_DN	IL21_UP.V1_DN		86	0.35011956	1.0404612	0.37335834	0.4985379	1.0	1498	tags=22%, list=13%, signal=25%	
NRL_DN.V1_UP	NRL_DN.V1_UP		84	0.34645784	1.0344616	0.3941606	0.5081389	1.0	1816	tags=32%, list=16%, signal=38%	
KRAS.AMP.LUNG_UP.V1_UP	KRAS.AMP.LUNG_UP.V1_UP		53	0.3850688	1.0337006	0.39889705	0.50484747	1.0	1843	tags=26%, list=16%, signal=31%	
RB_DN.V1_UP	RB_DN.V1_UP		75	0.36121336	1.0329452	0.41048825	0.50170267	1.0	767	tags=12%, list=7%, signal=13%	
IL21_UP.V1_UP	IL21_UP.V1_UP		94	0.34453806	1.0237436	0.40804598	0.5185514	1.0	1499	tags=26%, list=13%, signal=29%	
CRX_NRL_DN.V1_UP	CRX_NRL_DN.V1_UP		85	0.34202546	1.0158709	0.4088398	0.53237045	1.0	1473	tags=27%, list=13%, signal=31%	
ESC_J1_UP_LATE.V1_DN	ESC_J1_UP_LATE.V1_DN		91	0.33641687	1.0090992	0.42613637	0.5434883	1.0	1533	tags=22%, list=13%, signal=25%	
PDGF_UP.V1_UP	PDGF_UP.V1_UP		99	0.33541366	1.0086633	0.41621622	0.53942	1.0	517	tags=9%, list=4%, signal=9%	
NOTCH_DN.V1_UP	NOTCH_DN.V1_UP		85	0.34794796	1.0080514	0.43093923	0.5356731	1.0	1516	tags=24%, list=13%, signal=27%	
ATF2_UP.V1_UP	ATF2_UP.V1_UP		90	0.335577	1.0028116	0.43248177	0.5427147	1.0	1956	tags=26%, list=17%, signal=30%	
NFE2L2.V2	NFE2L2.V2		225	0.30290163	1.002699	0.41385436	0.5380783	1.0	1148	tags=15%, list=10%, signal=16%	
KRAS.PROSTATE_UP.V1_DN	KRAS.PROSTATE_UP.V1_DN		51	0.35993725	0.99971473	0.4454383	0.5400451	1.0	1704	tags=25%, list=15%, signal=30%	
STK33_SKM_UP	STK33_SKM_UP		163	0.31016076	0.99626994	0.4559859	0.543254	1.0	1209	tags=17%, list=10%, signal=19%	
E2F1_UP.V1_UP	E2F1_UP.V1_UP		123	0.31963718	0.9959124	0.45826235	0.53926945	1.0	631	tags=8%, list=5%, signal=9%	
YAP1_DN	YAP1_DN		22	0.42342448	0.97745645	0.49807692	0.5783676	1.0	459	tags=14%, list=4%, signal=14%	
ESC_J1_UP_EARLY.V1_DN	ESC_J1_UP_EARLY.V1_DN		108	0.3210765	0.97153157	0.5068259	0.5875735	1.0	1078	tags=17%, list=9%, signal=18%	
DCA_UP.V1_UP	DCA_UP.V1_UP		77	0.33527002	0.96188027	0.5388601	0.60611475	1.0	1497	tags=22%, list=13%, signal=25%	
BRCA1_DN.V1_DN	BRCA1_DN.V1_DN		65	0.33933187	0.9617079	0.5133588	0.6012736	1.0	1589	tags=25%, list=14%, signal=28%	
BCAT_GDS748_UP	BCAT_GDS748_UP		33	0.3704582	0.957656	0.54137933	0.6057019	1.0	423	tags=15%, list=4%, signal=16%	
PRC1_BMI_UP.V1_UP	PRC1_BMI_UP.V1_UP		82	0.32869375	0.95679677	0.5361781	0.6024484	1.0	2086	tags=32%, list=18%, signal=38%	
KRAS.BREAST_UP.V1_DN	KRAS.BREAST_UP.V1_DN		62	0.34141782	0.9535809	0.5302491	0.60474247	1.0	1248	tags=29%, list=11%, signal=32%	
KRAS.600_UP.V1_DN	KRAS.600_UP.V1_DN		103	0.31421104	0.9497213	0.5646018	0.6092134	1.0	1461	tags=24%, list=13%, signal=28%	
SRC_UP.V1_DN	SRC_UP.V1_DN		88	0.315661	0.93724126	0.5625	0.6334756	1.0	1527	tags=19%, list=13%, signal=22%	
ATM_DN.V1_DN	ATM_DN.V1_DN		50	0.3436812	0.9250467	0.5970149	0.6572852	1.0	2084	tags=30%, list=18%, signal=36%	
KRAS.AMP.LUNG_UP.V1_DN	KRAS.AMP.LUNG_UP.V1_DN		61	0.3228102	0.897051	0.6709797	0.7166133	1.0	1693	tags=25%, list=15%, signal=29%	
RAPA_EARLY_UP.V1_UP	RAPA_EARLY_UP.V1_UP		74	0.30500832	0.8912358	0.6678766	0.7239064	1.0	2351	tags=36%, list=20%, signal=45%	
P53_DN.V2_DN	P53_DN.V2_DN		75	0.30920807	0.88958323	0.6356877	0.72173285	1.0	1610	tags=20%, list=14%, signal=23%	
GCNP_SHH_UP_LATE.V1_DN	GCNP_SHH_UP_LATE.V1_DN		104	0.291771	0.8888555	0.69964665	0.7176782	1.0	1405	tags=17%, list=12%, signal=20%	
CAMP_UP.V1_UP	CAMP_UP.V1_UP		140	0.28086826	0.8805173	0.7346221	0.7304373	1.0	494	tags=7%, list=4%, signal=7%	
BCAT_BILD_ET_AL_DN	BCAT_BILD_ET_AL_DN		30	0.31919175	0.81091046	0.7598499	0.86639136	1.0	2991	tags=37%, list=26%, signal=49%	
GLI1_UP.V1_UP	GLI1_UP.V1_UP		18	0.36714357	0.8105042	0.7246654	0.8604006	1.0	800	tags=22%, list=7%, signal=24%	
MTOR_UP.N4.V1_UP	MTOR_UP.N4.V1_UP		135	0.2559	0.8057422	0.88	0.8620039	1.0	369	tags=6%, list=3%, signal=6%	
CRX_DN.V1_UP	CRX_DN.V1_UP		70	0.2763117	0.79159087	0.8521257	0.8771396	1.0	1784	tags=23%, list=15%, signal=27%	
