NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CORDENONSI_YAP_CONSERVED_SIGNATURE	CORDENONSI_YAP_CONSERVED_SIGNATURE	Details ...	45	-0.50584096	-1.358042	0.079229124	0.2224528	0.977	1060	tags=31%, list=9%, signal=34%	
LTE2_UP.V1_UP	LTE2_UP.V1_UP	Details ...	124	-0.42770723	-1.3466327	0.032822758	0.22601658	0.988	1257	tags=21%, list=11%, signal=23%	
STK33_DN	STK33_DN	Details ...	174	-0.40155634	-1.3422426	0.019522777	0.21748547	0.991	1278	tags=18%, list=11%, signal=20%	
ESC_J1_UP_LATE.V1_UP	ESC_J1_UP_LATE.V1_UP	Details ...	117	-0.4254598	-1.3413116	0.039443154	0.20328069	0.992	969	tags=24%, list=8%, signal=26%	
JAK2_DN.V1_DN	JAK2_DN.V1_DN	Details ...	91	-0.44110352	-1.3392508	0.05643341	0.19319719	0.994	878	tags=13%, list=8%, signal=14%	
CRX_NRL_DN.V1_DN	CRX_NRL_DN.V1_DN	Details ...	73	-0.44582203	-1.3267705	0.08874459	0.20080753	0.997	181	tags=10%, list=2%, signal=10%	
GCNP_SHH_UP_EARLY.V1_UP	GCNP_SHH_UP_EARLY.V1_UP	Details ...	92	-0.4235612	-1.2923583	0.06013363	0.24753965	1.0	1309	tags=15%, list=11%, signal=17%	
CYCLIN_D1_UP.V1_UP	CYCLIN_D1_UP.V1_UP	Details ...	110	-0.4047213	-1.2722411	0.07912088	0.27150062	1.0	1019	tags=18%, list=9%, signal=20%	
AKT_UP.V1_UP	AKT_UP.V1_UP	Details ...	102	-0.40038082	-1.264912	0.08962264	0.27011916	1.0	1621	tags=35%, list=14%, signal=41%	
MYC_UP.V1_UP	MYC_UP.V1_UP	Details ...	115	-0.39195928	-1.2505302	0.09033614	0.28514993	1.0	2358	tags=27%, list=20%, signal=33%	
HOXA9_DN.V1_DN	HOXA9_DN.V1_DN		129	-0.38881478	-1.2465972	0.07939914	0.2788682	1.0	1050	tags=17%, list=9%, signal=19%	
TBK1.DF_UP	TBK1.DF_UP		207	-0.3619541	-1.231657	0.055684455	0.29442888	1.0	1065	tags=17%, list=9%, signal=18%	
RAF_UP.V1_UP	RAF_UP.V1_UP		137	-0.38190603	-1.2298588	0.11011236	0.28490746	1.0	1323	tags=23%, list=11%, signal=25%	
AKT_UP_MTOR_DN.V1_UP	AKT_UP_MTOR_DN.V1_UP		104	-0.38744017	-1.2018049	0.13849765	0.3284906	1.0	1469	tags=28%, list=13%, signal=32%	
SRC_UP.V1_UP	SRC_UP.V1_UP		79	-0.39744756	-1.1946561	0.17400882	0.33034438	1.0	1688	tags=29%, list=15%, signal=34%	
CYCLIN_D1_UP.V1_DN	CYCLIN_D1_UP.V1_DN		108	-0.3790311	-1.1911743	0.14439656	0.32509917	1.0	1584	tags=21%, list=14%, signal=24%	
EIF4E_UP	EIF4E_UP		62	-0.4195777	-1.1888709	0.19327731	0.31801873	1.0	1133	tags=21%, list=10%, signal=23%	
STK33_NOMO_DN	STK33_NOMO_DN		165	-0.35930073	-1.1791607	0.122171946	0.32560816	1.0	1176	tags=16%, list=10%, signal=17%	
CSR_LATE_UP.V1_UP	CSR_LATE_UP.V1_UP		103	-0.37401637	-1.1712308	0.17062636	0.33077452	1.0	841	tags=14%, list=7%, signal=15%	
RPS14_DN.V1_DN	RPS14_DN.V1_DN		112	-0.36845538	-1.1657131	0.1738149	0.33112082	1.0	1647	tags=21%, list=14%, signal=25%	
BMI1_DN.V1_UP	BMI1_DN.V1_UP		106	-0.36188272	-1.134971	0.20334928	0.38456765	1.0	1012	tags=27%, list=9%, signal=30%	
TBK1.DN.48HRS_UP	TBK1.DN.48HRS_UP		31	-0.44809505	-1.1335217	0.28539824	0.3756195	1.0	1195	tags=26%, list=10%, signal=29%	
TBK1.DF_DN	TBK1.DF_DN		195	-0.33560976	-1.1324047	0.16404495	0.36635068	1.0	1392	tags=21%, list=12%, signal=23%	
RB_P130_DN.V1_UP	RB_P130_DN.V1_UP		64	-0.39505053	-1.1303685	0.2454955	0.35884932	1.0	500	tags=13%, list=4%, signal=13%	
PRC2_EZH2_UP.V1_DN	PRC2_EZH2_UP.V1_DN		109	-0.3575434	-1.1112603	0.2387755	0.38966194	1.0	1042	tags=16%, list=9%, signal=17%	
SNF5_DN.V1_DN	SNF5_DN.V1_DN		91	-0.35904816	-1.0939891	0.29535866	0.41939327	1.0	979	tags=19%, list=8%, signal=20%	
SIRNA_EIF4GI_DN	SIRNA_EIF4GI_DN		57	-0.38855794	-1.0860163	0.30580357	0.42541912	1.0	1576	tags=28%, list=14%, signal=32%	
ALK_DN.V1_DN	ALK_DN.V1_DN		54	-0.38220614	-1.0723455	0.34095633	0.44523534	1.0	1608	tags=28%, list=14%, signal=32%	
HOXA9_DN.V1_UP	HOXA9_DN.V1_UP		124	-0.33061066	-1.0571474	0.32380953	0.46899474	1.0	2219	tags=35%, list=19%, signal=42%	
PRC2_EED_DN.V1_UP	PRC2_EED_DN.V1_UP		106	-0.33975118	-1.0515828	0.31827956	0.4709212	1.0	1511	tags=23%, list=13%, signal=26%	
CYCLIN_D1_KE_.V1_UP	CYCLIN_D1_KE_.V1_UP		119	-0.32853281	-1.0514872	0.3325792	0.4597394	1.0	1001	tags=15%, list=9%, signal=16%	
GCNP_SHH_UP_LATE.V1_UP	GCNP_SHH_UP_LATE.V1_UP		95	-0.3319028	-1.032001	0.37969095	0.4952458	1.0	1061	tags=13%, list=9%, signal=14%	
PRC2_EED_DN.V1_DN	PRC2_EED_DN.V1_DN		129	-0.32017726	-1.0294774	0.38809523	0.48974437	1.0	1086	tags=19%, list=9%, signal=20%	
CAHOY_ASTROGLIAL	CAHOY_ASTROGLIAL		67	-0.35821888	-1.0229998	0.38938054	0.49458972	1.0	1405	tags=24%, list=12%, signal=27%	
JNK_DN.V1_UP	JNK_DN.V1_UP		99	-0.32067785	-0.99272877	0.4848485	0.55483407	1.0	1428	tags=21%, list=12%, signal=24%	
ERBB2_UP.V1_DN	ERBB2_UP.V1_DN		128	-0.3068085	-0.98729795	0.4954751	0.5563119	1.0	1098	tags=16%, list=9%, signal=17%	
CTIP_DN.V1_DN	CTIP_DN.V1_DN		58	-0.33856732	-0.969167	0.5177778	0.5900916	1.0	840	tags=12%, list=7%, signal=13%	
CAHOY_OLIGODENDROCUTIC	CAHOY_OLIGODENDROCUTIC		63	-0.33355194	-0.9616439	0.5065502	0.5968	1.0	1543	tags=24%, list=13%, signal=27%	
RAPA_EARLY_UP.V1_DN	RAPA_EARLY_UP.V1_DN		94	-0.309201	-0.9475273	0.55679286	0.61995333	1.0	725	tags=11%, list=6%, signal=11%	
NRL_DN.V1_DN	NRL_DN.V1_DN		73	-0.3150138	-0.92393965	0.63789475	0.6675342	1.0	713	tags=11%, list=6%, signal=12%	
ATM_DN.V1_UP	ATM_DN.V1_UP		68	-0.30832732	-0.90360725	0.6453745	0.7059958	1.0	1086	tags=16%, list=9%, signal=18%	
YAP1_UP	YAP1_UP		28	-0.3307635	-0.8284171	0.73922414	0.85922784	1.0	386	tags=7%, list=3%, signal=7%	
RB_P130_DN.V1_DN	RB_P130_DN.V1_DN		84	-0.26865304	-0.8052928	0.84615386	0.88305235	1.0	1293	tags=17%, list=11%, signal=19%	
BCAT_BILD_ET_AL_UP	BCAT_BILD_ET_AL_UP		31	-0.32430544	-0.79924273	0.78846157	0.8759194	1.0	1111	tags=16%, list=10%, signal=18%	
