NAME	TITLE	SCORE	
ASIC1	acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100]	190.37474	
MN1	"MN1 proto-oncogene, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:7180]"	190.23091	
MXRA8	matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]	189.85658	
SH3KBP1	SH3 domain containing kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867]	189.16437	
PDE7B	phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]	189.15485	
MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]	188.3412	
TMEM204	transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]	188.28491	
NOTCH1	notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881]	187.35199	
SH3PXD2B	SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]	186.67014	
FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]	186.43068	
NBL1	"NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]"	185.50636	
COL27A1	collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]	183.59279	
CXADR	CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]	182.3447	
SSC5D	scavenger receptor cysteine rich family member with 5 domains [Source:HGNC Symbol;Acc:HGNC:26641]	182.20598	
RGS2	regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]	181.09473	
ARHGAP21	Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]	180.94356	
PXK	PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]	180.40558	
TNFAIP8L1	TNF alpha induced protein 8 like 1 [Source:HGNC Symbol;Acc:HGNC:28279]	180.27493	
IGSF3	immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950]	180.14284	
MFAP4	microfibril associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]	179.30882	
TNFRSF19	TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]	178.19806	
AMOTL1	angiomotin like 1 [Source:HGNC Symbol;Acc:HGNC:17811]	177.90543	
SLC7A8	solute carrier family 7 member 8 [Source:HGNC Symbol;Acc:HGNC:11066]	177.76695	
UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:HGNC Symbol;Acc:HGNC:15947]	175.13197	
RHOJ	ras homolog family member J [Source:HGNC Symbol;Acc:HGNC:688]	173.57	
TNFAIP8L3	TNF alpha induced protein 8 like 3 [Source:HGNC Symbol;Acc:HGNC:20620]	173.33958	
EMILIN1	elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]	172.85123	
CACNB3	calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]	172.42209	
PHLDA1	pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]	171.7756	
ADA	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]	171.49622	
ARAP3	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:24097]"	171.38121	
EGR2	early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]	171.30377	
ALPL	"alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]"	170.77522	
NR2F2	nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]	170.66452	
MTUS1	microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]	168.72115	
CORO2B	coronin 2B [Source:HGNC Symbol;Acc:HGNC:2256]	167.88922	
TBC1D16	TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356]	167.5845	
FUT8	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]	167.33127	
POSTN	periostin [Source:HGNC Symbol;Acc:HGNC:16953]	167.25858	
STARD8	StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]	166.43387	
SLITRK1	SLIT and NTRK like family member 1 [Source:HGNC Symbol;Acc:HGNC:20297]	165.77582	
NAB2	NGFI-A binding protein 2 [Source:HGNC Symbol;Acc:HGNC:7627]	165.66496	
SOX4	SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]	165.29193	
NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	165.0881	
TRIB2	tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]	164.92325	
ITGB1	integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]	164.74171	
CCL2	C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]	164.61794	
TMTC2	transmembrane O-mannosyltransferase targeting cadherins 2 [Source:HGNC Symbol;Acc:HGNC:25440]	163.96812	
MICALL2	MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]	163.84167	
GAS1	growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]	162.51303	
MEOX2	mesenchyme homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7014]	162.10664	
L3MBTL3	L3MBTL histone methyl-lysine binding protein 3 [Source:HGNC Symbol;Acc:HGNC:23035]	161.09132	
COL7A1	collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]	161.07327	
ARHGAP19	Rho GTPase activating protein 19 [Source:HGNC Symbol;Acc:HGNC:23724]	160.76733	
CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24290]	160.72926	
CDYL2	chromodomain Y like 2 [Source:HGNC Symbol;Acc:HGNC:23030]	160.6503	
TENM4	teneurin transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:29945]	159.68669	
ITPKB	inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]	158.8356	
IFI16	interferon gamma inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]	158.52953	
ROBO1	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]	158.32494	
CRACD	capping protein inhibiting regulator of actin dynamics [Source:HGNC Symbol;Acc:HGNC:29219]	157.72946	
MRC2	mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]	157.46906	
GPR68	G protein-coupled receptor 68 [Source:HGNC Symbol;Acc:HGNC:4519]	156.0525	
PRKD1	protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]	155.76976	
CDH2	cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]	155.63702	
SOCS5	suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]	155.48373	
PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]	154.8368	
NRP1	neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]	154.82233	
SLC6A9	solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]	154.6996	
POU2F2	POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]	154.67119	
FNBP1L	formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]	154.25488	
BMF	Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]	154.1631	
COL1A2	collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]	153.36095	
TMSB4X	thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]	153.23248	
FBLIM1	filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]	153.04028	
KLF13	Kruppel like factor 13 [Source:HGNC Symbol;Acc:HGNC:13672]	152.92169	
MEIS2	Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]	150.35373	
PGF	placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]	150.26228	
KITLG	KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343]	150.01239	
TFPI2	tissue factor pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11761]	149.65651	
COL15A1	collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]	148.38261	
PLAAT4	phospholipase A and acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:9869]	148.21661	
PRDM1	PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]	144.34428	
SPON2	spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]	144.2777	
VASH1	vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964]	144.19853	
RGS16	regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]	144.03494	
GATA3	GATA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4172]	143.7745	
RUNX1	RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]	143.61708	
ENSG00000286177	"novel transcript, antisense to CCDC97 and HNRNPUL1"	143.52324	
NRIP1	nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001]	142.85976	
PAQR8	progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]	142.84077	
LINC01929	long intergenic non-protein coding RNA 1929 [Source:HGNC Symbol;Acc:HGNC:52751]	142.32385	
CDK17	cyclin dependent kinase 17 [Source:HGNC Symbol;Acc:HGNC:8750]	141.4419	
TSPAN5	tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]	141.42851	
SERINC5	serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825]	141.18718	
RCN3	reticulocalbin 3 [Source:HGNC Symbol;Acc:HGNC:21145]	141.13242	
STK26	serine/threonine kinase 26 [Source:HGNC Symbol;Acc:HGNC:18174]	140.97787	
FOXG1	forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]	140.84639	
XAF1	XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]	140.7253	
CBLB	Cbl proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:1542]	140.16492	
ETHE1	ETHE1 persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287]	139.99973	
DIRAS3	DIRAS family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:687]	139.2054	
RALA	RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]	138.44604	
TSC22D1	TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]	138.44005	
PLAG1	PLAG1 zinc finger [Source:HGNC Symbol;Acc:HGNC:9045]	137.68825	
GDF5	growth differentiation factor 5 [Source:HGNC Symbol;Acc:HGNC:4220]	137.34085	
GNG11	G protein subunit gamma 11 [Source:HGNC Symbol;Acc:HGNC:4403]	136.96669	
IRX3	iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360]	136.91592	
TJP1	tight junction protein 1 [Source:HGNC Symbol;Acc:HGNC:11827]	134.44595	
RESF1	retroelement silencing factor 1 [Source:HGNC Symbol;Acc:HGNC:25559]	134.33774	
RFLNB	refilin B [Source:HGNC Symbol;Acc:HGNC:28705]	134.1476	
SIPA1L1	signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284]	133.2577	
CMKLR1	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	133.09563	
SPRY1	sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]	133.0274	
EVL	Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]	132.95474	
ANKRD50	ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223]	132.94994	
PGM2L1	phosphoglucomutase 2 like 1 [Source:HGNC Symbol;Acc:HGNC:20898]	132.7683	
PLA2R1	phospholipase A2 receptor 1 [Source:HGNC Symbol;Acc:HGNC:9042]	132.46869	
PRICKLE1	prickle planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:17019]	132.40932	
NIBAN1	niban apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16784]	132.28345	
CHN1	chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943]	131.9229	
SSBP4	single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]	131.53944	
EHD3	EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]	131.52856	
MAF	MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]	131.31805	
RASSF8	Ras association domain family member 8 [Source:HGNC Symbol;Acc:HGNC:13232]	131.20062	
CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	129.18024	
IRX2	iroquois homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14359]	129.15019	
SMAD1	SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]	129.11153	
SH3PXD2A	SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]	128.95271	
SH2B3	SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]	128.78133	
BGN	biglycan [Source:HGNC Symbol;Acc:HGNC:1044]	128.68878	
HTRA1	HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]	128.49763	
COL3A1	collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201]	128.46754	
DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]	127.95082	
SPRED2	sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]	127.90669	
SESN3	sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060]	127.54942	
FMNL3	formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]	127.36608	
PPP3CA	protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]	127.188675	
DDIT4L	DNA damage inducible transcript 4 like [Source:HGNC Symbol;Acc:HGNC:30555]	126.77596	
TMEM35A	transmembrane protein 35A [Source:HGNC Symbol;Acc:HGNC:25864]	126.540306	
PLXDC1	plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]	125.646484	
LRIG1	leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]	125.398026	
GLIPR2	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]	125.34803	
C12orf57	chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521]	124.161224	
CXCL12	C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]	123.38004	
DOCK4	dedicator of cytokinesis 4 [Source:HGNC Symbol;Acc:HGNC:19192]	123.29907	
GNB3	G protein subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:4400]	123.27683	
MAN1A1	mannosidase alpha class 1A member 1 [Source:HGNC Symbol;Acc:HGNC:6821]	122.97595	
ELK3	ETS transcription factor ELK3 [Source:HGNC Symbol;Acc:HGNC:3325]	122.924706	
TRAF5	TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]	122.347206	
TNC	tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]	121.99241	
L1CAM	L1 cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6470]	121.680176	
STX1A	syntaxin 1A [Source:HGNC Symbol;Acc:HGNC:11433]	121.47025	
TFEB	transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]	121.03782	
KCNK2	potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277]	121.00761	
FAP	fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590]	120.22591	
SEMA7A	semaphorin 7A (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]	120.11395	
NR3C1	nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]	120.058014	
MSR1	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]	119.85137	
APOD	apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]	119.32889	
ADAMTSL1	ADAMTS like 1 [Source:HGNC Symbol;Acc:HGNC:14632]	119.10528	
RPAP1	RNA polymerase II associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24567]	118.27037	
RAB3IL1	RAB3A interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:9780]	118.1953	
BMP2	bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]	117.975464	
SOGA3	SOGA family member 3 [Source:HGNC Symbol;Acc:HGNC:21494]	117.73531	
CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	117.523445	
RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	117.457306	
HCFC1R1	host cell factor C1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:21198]	116.416374	
ANK3	ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]	116.08194	
ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:685]	116.05862	
PSD3	pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]	115.9184	
CEP170	centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]	115.81264	
EPHB3	EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]	115.77244	
CTHRC1	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]	115.38286	
EHD4	EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245]	115.10889	
TNFSF10	TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925]	114.97943	
CPE	carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]	114.97723	
BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]	114.21409	
FRMD6	FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]	113.83431	
SLIT2	slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]	113.75481	
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201]	113.21203	
OSBPL5	oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]	112.95618	
PCDHA6	protocadherin alpha 6 [Source:HGNC Symbol;Acc:HGNC:8672]	112.1111	
GPR161	G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]	111.700356	
PCDH10	protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]	111.577156	
PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045]	111.490685	
ROR2	receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	111.458046	
STC1	stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]	111.36713	
SMAD7	SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]	110.51311	
BICC1	BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]	110.43137	
ADD3	adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]	110.188194	
MBOAT1	membrane bound O-acyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21579]	109.88992	
EMC4	ER membrane protein complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28032]	109.876305	
GLI3	GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]	109.8666	
SOBP	sine oculis binding protein homolog [Source:HGNC Symbol;Acc:HGNC:29256]	109.69395	
CMBL	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]	108.971405	
BMERB1	bMERB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19213]	108.69466	
AK5	adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]	108.62027	
ITGA2	integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]	107.80012	
SVIL	supervillin [Source:HGNC Symbol;Acc:HGNC:11480]	107.6389	
COL6A3	collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]	107.1939	
TGFBI	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	107.00387	
TP53I11	tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842]	106.43052	
RAB13	"RAB13, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9762]"	106.37138	
