NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	191	-0.44901747	-1.262612	0.060638297	0.22846882	0.983	2291	tags=26%, list=13%, signal=29%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	37	-0.53773665	-1.2572781	0.1611185	0.22260305	0.987	2632	tags=24%, list=15%, signal=28%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	171	-0.44103444	-1.2386526	0.08432432	0.24409217	0.995	2530	tags=21%, list=14%, signal=24%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	146	-0.44099507	-1.232003	0.11184939	0.24124905	0.996	2929	tags=24%, list=16%, signal=28%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	-0.444904	-1.2283775	0.11111111	0.23402953	0.996	2466	tags=22%, list=14%, signal=26%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	52	-0.4803527	-1.2050421	0.19028871	0.26741654	0.999	3962	tags=37%, list=22%, signal=47%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	156	-0.42883632	-1.2001162	0.13258427	0.26227626	0.999	2211	tags=18%, list=12%, signal=20%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	31	-0.51773053	-1.1912911	0.23916084	0.26716742	0.999	1869	tags=26%, list=10%, signal=29%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		177	-0.42291334	-1.1748487	0.16245884	0.2882666	1.0	2421	tags=15%, list=13%, signal=17%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		19	-0.55185133	-1.1623623	0.266766	0.3014358	1.0	2288	tags=26%, list=13%, signal=30%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN		106	-0.41653842	-1.1313474	0.25840092	0.35258955	1.0	2350	tags=28%, list=13%, signal=32%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION		163	-0.3803526	-1.0504395	0.36413643	0.5414534	1.0	2230	tags=15%, list=12%, signal=17%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		179	-0.35969865	-1.0233489	0.442371	0.59171295	1.0	2511	tags=24%, list=14%, signal=28%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		36	-0.42557725	-1.0118055	0.45564517	0.5989974	1.0	1771	tags=28%, list=10%, signal=31%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		92	-0.34710932	-0.92583674	0.6184211	0.79682827	1.0	3382	tags=23%, list=19%, signal=28%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		139	-0.30999386	-0.85414284	0.78514284	0.9307028	1.0	1112	tags=6%, list=6%, signal=6%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		146	-0.3028336	-0.8414032	0.80662984	0.92351735	1.0	2588	tags=14%, list=14%, signal=17%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		79	-0.30400416	-0.7862997	0.8386308	0.9891195	1.0	2310	tags=13%, list=13%, signal=14%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY		185	-0.25588882	-0.72536075	0.96823657	1.0	1.0	3462	tags=18%, list=19%, signal=23%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		98	-0.26874146	-0.7218893	0.931713	1.0	1.0	2442	tags=10%, list=14%, signal=12%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		186	-0.25159782	-0.7084768	0.97314715	0.984615	1.0	2242	tags=9%, list=12%, signal=10%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		199	-0.14421691	-0.40470636	1.0	0.9999323	1.0	4054	tags=16%, list=23%, signal=20%	
