NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS		79	-0.53953296	-1.6166406	0.004464286	0.18443908	1.0	1387	tags=28%, list=12%, signal=31%	
GOBP_REGULATION_OF_NECROTIC_CELL_DEATH	GOBP_REGULATION_OF_NECROTIC_CELL_DEATH		27	-0.6563868	-1.6154015	0.014492754	0.18346478	1.0	1306	tags=22%, list=11%, signal=25%	
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING	GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING		46	-0.6013804	-1.6150101	0.0021551724	0.18072328	1.0	2467	tags=52%, list=21%, signal=66%	
GOBP_VITAMIN_TRANSPORT	GOBP_VITAMIN_TRANSPORT		27	-0.6593143	-1.6124474	0.010660981	0.18231922	1.0	1744	tags=44%, list=15%, signal=52%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS		31	-0.6370973	-1.6069242	0.016427105	0.18951365	1.0	948	tags=29%, list=8%, signal=32%	
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS		42	-0.59731454	-1.5984088	0.016427105	0.20380645	1.0	1387	tags=29%, list=12%, signal=32%	
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		15	-0.69962746	-1.5955849	0.024498885	0.2066701	1.0	94	tags=13%, list=1%, signal=13%	
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION		25	-0.64879364	-1.5894535	0.01814059	0.21625148	1.0	1411	tags=20%, list=12%, signal=23%	
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS		196	-0.47082895	-1.5829567	0.0	0.22690637	1.0	2955	tags=43%, list=25%, signal=56%	
GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY	GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY		35	-0.61307114	-1.5788709	0.011160715	0.23259822	1.0	433	tags=11%, list=4%, signal=12%	
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		16	-0.7089674	-1.5773976	0.038961038	0.23211332	1.0	1733	tags=50%, list=15%, signal=59%	
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	GOBP_PROTON_TRANSMEMBRANE_TRANSPORT		91	-0.51537275	-1.5765612	0.0021598272	0.23039247	1.0	2196	tags=34%, list=19%, signal=42%	
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA		16	-0.7059139	-1.5752352	0.024390243	0.22975157	1.0	2145	tags=44%, list=18%, signal=54%	
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY		17	-0.70567983	-1.5725435	0.01910828	0.23236232	1.0	2082	tags=53%, list=18%, signal=64%	
GOBP_SCHWANN_CELL_DEVELOPMENT	GOBP_SCHWANN_CELL_DEVELOPMENT		15	-0.70602727	-1.5717776	0.023913043	0.2307942	1.0	1225	tags=40%, list=11%, signal=45%	
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS	GOBP_TRIGLYCERIDE_METABOLIC_PROCESS		49	-0.57516026	-1.5647514	0.018907564	0.24290958	1.0	1169	tags=31%, list=10%, signal=34%	
GOBP_MACROAUTOPHAGY	GOBP_MACROAUTOPHAGY		227	-0.45781946	-1.5639104	0.0	0.24114458	1.0	2252	tags=29%, list=19%, signal=35%	
GOBP_STEROL_METABOLIC_PROCESS	GOBP_STEROL_METABOLIC_PROCESS		93	-0.5010604	-1.5531689	0.0068965517	0.26352763	1.0	2252	tags=54%, list=19%, signal=66%	
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE		29	-0.6162919	-1.5526394	0.021505376	0.26110342	1.0	995	tags=14%, list=9%, signal=15%	
GOBP_CHLORIDE_TRANSPORT	GOBP_CHLORIDE_TRANSPORT		52	-0.5430235	-1.5471363	0.012711864	0.2707799	1.0	1405	tags=21%, list=12%, signal=24%	
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN		67	-0.52594715	-1.5379963	0.012019231	0.2904733	1.0	2997	tags=48%, list=26%, signal=64%	
GOBP_COPII_COATED_VESICLE_BUDDING	GOBP_COPII_COATED_VESICLE_BUDDING		22	-0.6640135	-1.5347979	0.029411765	0.29436335	1.0	381	tags=18%, list=3%, signal=19%	
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS		311	-0.42968008	-1.5275735	0.0	0.30999795	1.0	1869	tags=28%, list=16%, signal=32%	
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY		305	-0.43517366	-1.5222191	0.0	0.32033956	1.0	2252	tags=30%, list=19%, signal=37%	
GOBP_LIPID_TRANSLOCATION	GOBP_LIPID_TRANSLOCATION		31	-0.59682316	-1.5206022	0.041942604	0.3205749	1.0	1377	tags=35%, list=12%, signal=40%	
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		18	-0.67057014	-1.5197184	0.0373444	0.31908068	1.0	2023	tags=44%, list=17%, signal=54%	
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS		22	-0.6433138	-1.5196366	0.050209206	0.31515285	1.0	1624	tags=36%, list=14%, signal=42%	
GOBP_ANION_TRANSPORT	GOBP_ANION_TRANSPORT		264	-0.43626037	-1.5148166	0.0	0.3238789	1.0	1405	tags=24%, list=12%, signal=27%	
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI		16	-0.6582476	-1.5134441	0.06652807	0.32329473	1.0	218	tags=13%, list=2%, signal=13%	
GOBP_REGULATION_OF_CENTROSOME_CYCLE	GOBP_REGULATION_OF_CENTROSOME_CYCLE		30	-0.59226847	-1.5117296	0.027083334	0.32371685	1.0	1767	tags=27%, list=15%, signal=31%	
GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY		24	-0.6240773	-1.5045552	0.03640257	0.33961365	1.0	433	tags=13%, list=4%, signal=13%	
GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE		17	-0.67806166	-1.5017321	0.055679288	0.34355754	1.0	995	tags=18%, list=9%, signal=19%	
GOBP_VACUOLAR_TRANSPORT	GOBP_VACUOLAR_TRANSPORT		108	-0.474619	-1.4985942	0.006521739	0.34801733	1.0	1177	tags=23%, list=10%, signal=26%	
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_PROGRAMMED_CELL_DEATH	GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_PROGRAMMED_CELL_DEATH		27	-0.6028727	-1.4974581	0.042194095	0.3471425	1.0	2145	tags=44%, list=18%, signal=54%	
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION		35	-0.5808128	-1.4972868	0.02396514	0.3435604	1.0	1377	tags=31%, list=12%, signal=36%	
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS	GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS		91	-0.4870731	-1.4952245	0.0067264573	0.34534743	1.0	2252	tags=53%, list=19%, signal=65%	
GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY		15	-0.6852978	-1.4924875	0.059793815	0.34922445	1.0	948	tags=47%, list=8%, signal=51%	
GOBP_THIOESTER_METABOLIC_PROCESS	GOBP_THIOESTER_METABOLIC_PROCESS		64	-0.5197666	-1.4900981	0.012987013	0.35245186	1.0	1387	tags=30%, list=12%, signal=34%	
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS		58	-0.526515	-1.4887483	0.018329939	0.35238564	1.0	1819	tags=33%, list=16%, signal=39%	
GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS	GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS		20	-0.63153106	-1.4874815	0.036480688	0.35179555	1.0	831	tags=30%, list=7%, signal=32%	
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN		70	-0.49976394	-1.4869943	0.008528785	0.3494261	1.0	1113	tags=23%, list=10%, signal=25%	
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY		54	-0.529701	-1.4837039	0.03253796	0.35515946	1.0	1134	tags=20%, list=10%, signal=22%	
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS		28	-0.6095651	-1.4824791	0.041493777	0.3548726	1.0	1332	tags=36%, list=11%, signal=40%	
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT		19	-0.65681374	-1.4792279	0.05785124	0.36029717	1.0	329	tags=11%, list=3%, signal=11%	
GOBP_DIGESTIVE_SYSTEM_PROCESS	GOBP_DIGESTIVE_SYSTEM_PROCESS		42	-0.54914135	-1.4787819	0.039337475	0.357804	1.0	1163	tags=36%, list=10%, signal=40%	
GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY		43	-0.5528453	-1.4772456	0.036637932	0.35825753	1.0	433	tags=14%, list=4%, signal=14%	
GOBP_REGULATION_OF_CELLULAR_RESPIRATION	GOBP_REGULATION_OF_CELLULAR_RESPIRATION		32	-0.5710704	-1.4747157	0.03846154	0.36139512	1.0	1383	tags=22%, list=12%, signal=25%	
GOBP_PROTEIN_TARGETING_TO_LYSOSOME	GOBP_PROTEIN_TARGETING_TO_LYSOSOME		18	-0.63875973	-1.4745104	0.06236559	0.35828045	1.0	2011	tags=44%, list=17%, signal=54%	
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION		29	-0.57960224	-1.4709289	0.04312115	0.36499244	1.0	1733	tags=31%, list=15%, signal=36%	
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES		70	-0.50148445	-1.4705219	0.013157895	0.36227036	1.0	1332	tags=27%, list=11%, signal=30%	
GOBP_INCLUSION_BODY_ASSEMBLY	GOBP_INCLUSION_BODY_ASSEMBLY		22	-0.62815213	-1.470478	0.04405286	0.35885885	1.0	948	tags=36%, list=8%, signal=40%	
GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS		26	-0.59752434	-1.4700463	0.042016808	0.35646692	1.0	981	tags=31%, list=8%, signal=34%	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION		23	-0.61333334	-1.4679916	0.049586777	0.35908654	1.0	179	tags=13%, list=2%, signal=13%	
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS		26	-0.5966878	-1.4671278	0.03821656	0.3582035	1.0	2023	tags=35%, list=17%, signal=42%	
GOBP_CELL_CELL_RECOGNITION	GOBP_CELL_CELL_RECOGNITION		28	-0.5767971	-1.4665784	0.06278027	0.35635558	1.0	1069	tags=29%, list=9%, signal=31%	
GOBP_LYSOSOMAL_TRANSPORT	GOBP_LYSOSOMAL_TRANSPORT		86	-0.4827878	-1.4571463	0.010706638	0.3793224	1.0	1177	tags=26%, list=10%, signal=28%	
GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION		18	-0.6375215	-1.4570527	0.055670105	0.37615022	1.0	2145	tags=50%, list=18%, signal=61%	
GOBP_ORGANIC_ANION_TRANSPORT	GOBP_ORGANIC_ANION_TRANSPORT		187	-0.43260536	-1.4559875	0.0021505377	0.37578744	1.0	1404	tags=26%, list=12%, signal=29%	
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION		19	-0.63764226	-1.4558673	0.07186858	0.37267318	1.0	995	tags=16%, list=9%, signal=17%	
GOBP_AUTOPHAGOSOME_ORGANIZATION	GOBP_AUTOPHAGOSOME_ORGANIZATION		77	-0.4857407	-1.4536476	0.017204301	0.37559238	1.0	2252	tags=27%, list=19%, signal=34%	
GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS	GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS		30	-0.58382136	-1.4530425	0.04310345	0.37385166	1.0	1387	tags=33%, list=12%, signal=38%	
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA		16	-0.658582	-1.4520448	0.070063695	0.37348476	1.0	2101	tags=50%, list=18%, signal=61%	
